#Duplication rate	Coverage
1.0	5120.0
2.0	2868.0
3.0	1715.0
4.0	1117.0
5.0	909.0
6.0	709.0
7.0	556.0
8.0	471.0
9.0	394.0
10.0	338.0
11.0	308.0
12.0	272.0
13.0	235.0
14.0	215.0
15.0	226.0
16.0	226.0
17.0	180.0
18.0	183.0
19.0	144.0
20.0	169.0
21.0	149.0
22.0	119.0
23.0	131.0
24.0	132.0
25.0	110.0
26.0	136.0
27.0	110.0
28.0	93.0
29.0	99.0
30.0	94.0
31.0	100.0
32.0	89.0
33.0	74.0
34.0	82.0
35.0	63.0
36.0	72.0
37.0	60.0
38.0	72.0
39.0	75.0
40.0	56.0
41.0	52.0
42.0	72.0
43.0	54.0
44.0	62.0
45.0	59.0
46.0	62.0
47.0	69.0
48.0	49.0
49.0	53.0
50.0	1793.0
