#Duplication rate	Coverage
1.0	2989.0
2.0	2318.0
3.0	1790.0
4.0	1346.0
5.0	1145.0
6.0	894.0
7.0	768.0
8.0	683.0
9.0	559.0
10.0	503.0
11.0	433.0
12.0	448.0
13.0	384.0
14.0	411.0
15.0	335.0
16.0	322.0
17.0	308.0
18.0	300.0
19.0	286.0
20.0	286.0
21.0	266.0
22.0	252.0
23.0	229.0
24.0	208.0
25.0	219.0
26.0	214.0
27.0	213.0
28.0	204.0
29.0	208.0
30.0	185.0
31.0	207.0
32.0	156.0
33.0	181.0
34.0	176.0
35.0	170.0
36.0	165.0
37.0	148.0
38.0	146.0
39.0	133.0
40.0	145.0
41.0	149.0
42.0	115.0
43.0	122.0
44.0	137.0
45.0	131.0
46.0	119.0
47.0	99.0
48.0	93.0
49.0	121.0
50.0	5624.0
