#Duplication rate	Coverage
1.0	4244.0
2.0	1868.0
3.0	1133.0
4.0	787.0
5.0	545.0
6.0	398.0
7.0	376.0
8.0	304.0
9.0	236.0
10.0	200.0
11.0	164.0
12.0	154.0
13.0	137.0
14.0	125.0
15.0	121.0
16.0	106.0
17.0	79.0
18.0	78.0
19.0	72.0
20.0	63.0
21.0	68.0
22.0	61.0
23.0	59.0
24.0	55.0
25.0	48.0
26.0	51.0
27.0	29.0
28.0	31.0
29.0	34.0
30.0	42.0
31.0	22.0
32.0	28.0
33.0	23.0
34.0	18.0
35.0	25.0
36.0	20.0
37.0	23.0
38.0	23.0
39.0	22.0
40.0	11.0
41.0	13.0
42.0	10.0
43.0	13.0
44.0	9.0
45.0	13.0
46.0	16.0
47.0	8.0
48.0	21.0
49.0	11.0
50.0	451.0
