#Mapping quality	mapping quality
2.0	3.0
3.0	19.0
4.0	27.0
5.0	26.0
6.0	22.0
7.0	19.0
8.0	19.0
9.0	39.0
10.0	58.0
11.0	31.0
12.0	16.0
13.0	18.0
14.0	57.0
15.0	53.0
16.0	49.0
17.0	44.0
18.0	72.0
19.0	51.0
20.0	100.0
21.0	118.0
22.0	78.0
23.0	91.0
24.0	96.0
25.0	53.0
26.0	70.0
27.0	45.0
28.0	50.0
29.0	81.0
30.0	43.0
31.0	81.0
32.0	137.0
33.0	144.0
34.0	142.0
35.0	147.0
36.0	251.0
37.0	92.0
38.0	68.0
39.0	68.0
40.0	73.0
41.0	126.0
42.0	97.0
43.0	79.0
44.0	146.0
45.0	84.0
46.0	129.0
47.0	139.0
48.0	180.0
49.0	109.0
50.0	90.0
51.0	85.0
52.0	164.0
53.0	205.0
54.0	301.0
55.0	272.0
56.0	296.0
57.0	208.0
58.0	353.0
59.0	10376.0
60.0	13813.0
