#Mapping quality	mapping quality
3.0	6.0
4.0	12.0
5.0	26.0
6.0	21.0
7.0	22.0
8.0	48.0
9.0	37.0
10.0	14.0
11.0	13.0
12.0	6.0
13.0	10.0
14.0	77.0
15.0	62.0
16.0	72.0
17.0	142.0
18.0	41.0
19.0	41.0
20.0	50.0
21.0	61.0
22.0	46.0
23.0	19.0
24.0	25.0
25.0	30.0
26.0	42.0
27.0	13.0
28.0	21.0
29.0	3.0
30.0	2.0
31.0	3.0
32.0	2.0
33.0	4.0
34.0	1.0
35.0	6.0
36.0	10.0
37.0	36.0
38.0	42.0
39.0	47.0
40.0	53.0
41.0	73.0
42.0	53.0
43.0	109.0
44.0	51.0
45.0	82.0
46.0	62.0
47.0	65.0
48.0	48.0
49.0	50.0
50.0	119.0
51.0	183.0
52.0	133.0
53.0	147.0
54.0	177.0
55.0	429.0
56.0	176.0
57.0	286.0
58.0	834.0
59.0	7254.0
60.0	18406.0
