#Duplication rate	Coverage
1.0	3569.0
2.0	2287.0
3.0	1516.0
4.0	1021.0
5.0	690.0
6.0	506.0
7.0	361.0
8.0	308.0
9.0	213.0
10.0	186.0
11.0	139.0
12.0	112.0
13.0	89.0
14.0	47.0
15.0	41.0
16.0	43.0
17.0	58.0
18.0	31.0
19.0	24.0
20.0	24.0
21.0	9.0
22.0	21.0
23.0	19.0
24.0	16.0
25.0	13.0
26.0	7.0
27.0	5.0
28.0	4.0
29.0	5.0
30.0	5.0
31.0	3.0
32.0	3.0
33.0	3.0
34.0	0.0
35.0	0.0
36.0	2.0
37.0	1.0
38.0	1.0
39.0	1.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
