#GC Content (%)	Sample
1.0	4.4589774078478004E-4
2.0	4.12868278504426E-5
3.0	4.954419342053112E-5
4.0	4.12868278504426E-5
5.0	2.4772096710265558E-5
6.0	1.321178491214163E-4
7.0	3.302946228035408E-5
8.0	4.12868278504426E-5
9.0	8.25736557008852E-6
10.0	1.651473114017704E-5
11.0	1.651473114017704E-5
12.0	4.12868278504426E-5
13.0	2.4772096710265558E-5
14.0	2.4772096710265558E-5
15.0	8.25736557008852E-6
16.0	1.651473114017704E-5
17.0	4.12868278504426E-5
18.0	2.4772096710265558E-5
19.0	0.0
20.0	1.651473114017704E-5
21.0	8.25736557008852E-6
22.0	2.4772096710265558E-5
23.0	1.651473114017704E-5
24.0	8.25736557008852E-6
25.0	5.780155899061963E-5
26.0	1.651473114017704E-4
27.0	5.532434931959307E-4
28.0	0.0013211784912141628
29.0	0.003113026819923372
30.0	0.006308627295547628
31.0	0.007778438367023384
32.0	0.010404280618311534
33.0	0.019545184304399523
34.0	0.03564704716607214
35.0	0.04016382613291056
36.0	0.0541600607742106
37.0	0.08617386708944379
38.0	0.06900680406922977
39.0	0.07087296868806976
40.0	0.06495243757431629
41.0	0.06588551988373628
42.0	0.06742964724534285
43.0	0.06240916897872903
44.0	0.05536563614744351
45.0	0.047256903157616596
46.0	0.05040295943982033
47.0	0.041666666666666664
48.0	0.03350013211784913
49.0	0.027571343638525564
50.0	0.02877691901175849
51.0	0.020106685163165546
52.0	0.013442991148104108
53.0	0.009842779759545514
54.0	0.003798388162240719
55.0	0.001131259083102127
56.0	4.12868278504426E-5
57.0	8.25736557008852E-6
58.0	8.25736557008852E-6
59.0	8.25736557008852E-6
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	8.25736557008852E-6
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	8.25736557008852E-6
