#Mapping quality	mapping quality
2.0	33.0
5.0	2.0
6.0	49.0
7.0	32.0
8.0	31.0
9.0	17.0
10.0	19.0
11.0	9.0
12.0	7.0
13.0	8.0
14.0	37.0
15.0	69.0
16.0	59.0
17.0	65.0
18.0	39.0
19.0	37.0
20.0	39.0
21.0	37.0
22.0	69.0
23.0	66.0
24.0	65.0
25.0	68.0
26.0	91.0
27.0	96.0
28.0	89.0
29.0	166.0
30.0	83.0
31.0	56.0
32.0	51.0
33.0	43.0
34.0	59.0
35.0	95.0
36.0	120.0
37.0	148.0
38.0	167.0
39.0	88.0
40.0	123.0
41.0	132.0
42.0	96.0
43.0	151.0
44.0	162.0
45.0	104.0
46.0	105.0
47.0	107.0
48.0	97.0
49.0	285.0
50.0	179.0
51.0	145.0
52.0	132.0
53.0	338.0
54.0	268.0
55.0	488.0
56.0	594.0
57.0	348.0
58.0	794.0
59.0	8280.0
60.0	14766.0
