#Mapping quality	mapping quality
6.0	2.0
7.0	7.0
8.0	7.0
9.0	9.0
10.0	14.0
11.0	7.0
12.0	8.0
13.0	9.0
14.0	7.0
15.0	11.0
16.0	10.0
17.0	10.0
18.0	10.0
19.0	10.0
20.0	13.0
21.0	14.0
22.0	10.0
23.0	7.0
24.0	6.0
25.0	4.0
26.0	6.0
27.0	5.0
28.0	6.0
29.0	5.0
30.0	6.0
31.0	9.0
32.0	11.0
33.0	19.0
34.0	15.0
35.0	24.0
36.0	23.0
37.0	63.0
38.0	17.0
39.0	12.0
42.0	22.0
43.0	8.0
44.0	2.0
46.0	3.0
47.0	1.0
48.0	1.0
49.0	2.0
50.0	4.0
51.0	3.0
52.0	1.0
53.0	5.0
54.0	5.0
55.0	16.0
56.0	28.0
57.0	92.0
58.0	145.0
59.0	3529.0
60.0	25610.0
