#Mapping quality	mapping quality
2.0	26.0
3.0	113.0
4.0	104.0
5.0	65.0
6.0	26.0
7.0	58.0
8.0	39.0
9.0	17.0
10.0	57.0
11.0	153.0
12.0	63.0
13.0	42.0
14.0	90.0
15.0	65.0
16.0	142.0
17.0	87.0
18.0	67.0
19.0	94.0
20.0	102.0
21.0	103.0
22.0	121.0
23.0	72.0
24.0	93.0
25.0	87.0
26.0	112.0
27.0	148.0
28.0	105.0
29.0	81.0
30.0	71.0
31.0	88.0
32.0	64.0
33.0	56.0
34.0	46.0
35.0	84.0
36.0	78.0
37.0	67.0
38.0	133.0
39.0	121.0
40.0	114.0
41.0	120.0
42.0	143.0
43.0	112.0
44.0	87.0
45.0	51.0
46.0	104.0
47.0	149.0
48.0	58.0
49.0	112.0
50.0	123.0
51.0	124.0
52.0	80.0
53.0	76.0
54.0	332.0
55.0	202.0
56.0	383.0
57.0	458.0
58.0	778.0
59.0	10425.0
60.0	12732.0
