#Duplication rate	Coverage
1.0	4122.0
2.0	2556.0
3.0	1689.0
4.0	1330.0
5.0	1058.0
6.0	845.0
7.0	723.0
8.0	662.0
9.0	551.0
10.0	462.0
11.0	447.0
12.0	427.0
13.0	384.0
14.0	329.0
15.0	282.0
16.0	270.0
17.0	290.0
18.0	264.0
19.0	219.0
20.0	207.0
21.0	196.0
22.0	167.0
23.0	162.0
24.0	149.0
25.0	153.0
26.0	169.0
27.0	124.0
28.0	124.0
29.0	140.0
30.0	107.0
31.0	110.0
32.0	105.0
33.0	118.0
34.0	94.0
35.0	106.0
36.0	85.0
37.0	102.0
38.0	76.0
39.0	81.0
40.0	59.0
41.0	62.0
42.0	64.0
43.0	64.0
44.0	66.0
45.0	45.0
46.0	39.0
47.0	60.0
48.0	56.0
49.0	46.0
50.0	1857.0
