#Mapping quality	mapping quality
9.0	23.0
10.0	8.0
11.0	10.0
12.0	10.0
13.0	6.0
14.0	8.0
15.0	13.0
16.0	18.0
17.0	12.0
18.0	10.0
19.0	11.0
20.0	20.0
21.0	20.0
22.0	16.0
23.0	14.0
24.0	16.0
25.0	19.0
26.0	33.0
27.0	38.0
28.0	39.0
29.0	22.0
30.0	26.0
31.0	28.0
32.0	17.0
33.0	26.0
34.0	27.0
35.0	8.0
36.0	8.0
37.0	25.0
38.0	21.0
39.0	43.0
40.0	68.0
41.0	117.0
42.0	70.0
43.0	47.0
44.0	61.0
45.0	60.0
46.0	92.0
47.0	44.0
48.0	56.0
49.0	84.0
50.0	62.0
51.0	47.0
52.0	50.0
53.0	162.0
54.0	233.0
55.0	146.0
56.0	110.0
57.0	378.0
58.0	614.0
59.0	4685.0
60.0	22122.0
