#Duplication rate	Coverage
1.0	2113.0
2.0	2309.0
3.0	2236.0
4.0	2087.0
5.0	1890.0
6.0	1722.0
7.0	1476.0
8.0	1356.0
9.0	1189.0
10.0	1030.0
11.0	993.0
12.0	901.0
13.0	764.0
14.0	716.0
15.0	603.0
16.0	526.0
17.0	510.0
18.0	458.0
19.0	439.0
20.0	405.0
21.0	388.0
22.0	324.0
23.0	290.0
24.0	273.0
25.0	262.0
26.0	236.0
27.0	207.0
28.0	211.0
29.0	163.0
30.0	184.0
31.0	159.0
32.0	135.0
33.0	112.0
34.0	120.0
35.0	109.0
36.0	107.0
37.0	99.0
38.0	87.0
39.0	73.0
40.0	78.0
41.0	76.0
42.0	77.0
43.0	59.0
44.0	58.0
45.0	50.0
46.0	59.0
47.0	43.0
48.0	47.0
49.0	32.0
50.0	537.0
