#Duplication rate	Coverage
1.0	3687.0
2.0	2481.0
3.0	1654.0
4.0	1333.0
5.0	965.0
6.0	929.0
7.0	738.0
8.0	634.0
9.0	590.0
10.0	493.0
11.0	427.0
12.0	409.0
13.0	370.0
14.0	310.0
15.0	321.0
16.0	289.0
17.0	258.0
18.0	230.0
19.0	240.0
20.0	210.0
21.0	221.0
22.0	193.0
23.0	170.0
24.0	173.0
25.0	179.0
26.0	141.0
27.0	141.0
28.0	131.0
29.0	112.0
30.0	117.0
31.0	111.0
32.0	82.0
33.0	87.0
34.0	109.0
35.0	90.0
36.0	75.0
37.0	78.0
38.0	58.0
39.0	95.0
40.0	69.0
41.0	56.0
42.0	62.0
43.0	63.0
44.0	50.0
45.0	40.0
46.0	51.0
47.0	60.0
48.0	46.0
49.0	53.0
50.0	988.0
