#Duplication rate	Coverage
1.0	4532.0
2.0	2116.0
3.0	1164.0
4.0	845.0
5.0	547.0
6.0	435.0
7.0	309.0
8.0	240.0
9.0	229.0
10.0	167.0
11.0	134.0
12.0	116.0
13.0	112.0
14.0	101.0
15.0	104.0
16.0	88.0
17.0	71.0
18.0	70.0
19.0	50.0
20.0	54.0
21.0	51.0
22.0	53.0
23.0	52.0
24.0	54.0
25.0	29.0
26.0	39.0
27.0	32.0
28.0	31.0
29.0	40.0
30.0	32.0
31.0	29.0
32.0	28.0
33.0	23.0
34.0	17.0
35.0	19.0
36.0	16.0
37.0	13.0
38.0	16.0
39.0	20.0
40.0	16.0
41.0	15.0
42.0	11.0
43.0	16.0
44.0	11.0
45.0	14.0
46.0	10.0
47.0	9.0
48.0	14.0
49.0	10.0
50.0	517.0
