#Coverage	Number of genomic locations
0.0	1004.0
1.0	28.0
2.0	206.0
3.0	89.0
4.0	264.0
5.0	30.0
6.0	127.0
7.0	60.0
8.0	134.0
9.0	101.0
10.0	117.0
11.0	101.0
12.0	30.0
13.0	66.0
14.0	120.0
15.0	81.0
16.0	150.0
17.0	104.0
18.0	277.0
19.0	60.0
20.0	104.0
21.0	134.0
22.0	93.0
23.0	127.0
24.0	137.0
25.0	143.0
26.0	176.0
27.0	122.0
28.0	110.0
29.0	137.0
30.0	163.0
31.0	171.0
32.0	138.0
33.0	92.0
34.0	174.0
35.0	114.0
36.0	204.0
37.0	233.0
38.0	210.0
39.0	200.0
40.0	144.0
41.0	191.0
42.0	153.0
43.0	155.0
44.0	206.0
45.0	165.0
46.0	86.0
47.0	98.0
48.0	146.0
49.0	136.0
50.0	130.0
51.0	121.0
52.0	159.0
53.0	128.0
54.0	185.0
55.0	141.0
56.0	164.0
57.0	188.0
58.0	124.0
59.0	186.0
60.0	118.0
61.0	142.0
62.0	152.0
63.0	133.0
64.0	147.0
65.0	171.0
66.0	106.0
67.0	101.0
68.0	98.0
69.0	137.0
70.0	196.0
71.0	152.0
72.0	199.0
73.0	171.0
74.0	225.0
75.0	143.0
76.0	174.0
77.0	154.0
78.0	193.0
79.0	131.0
80.0	171.0
81.0	151.0
82.0	199.0
83.0	134.0
84.0	159.0
85.0	137.0
86.0	194.0
87.0	176.0
88.0	193.0
89.0	151.0
90.0	143.0
91.0	185.0
92.0	177.0
93.0	182.0
94.0	217.0
95.0	156.0
96.0	199.0
97.0	147.0
98.0	127.0
99.0	145.0
100.0	163.0
101.0	121.0
102.0	145.0
103.0	149.0
104.0	133.0
105.0	161.0
106.0	139.0
107.0	191.0
108.0	121.0
109.0	164.0
110.0	134.0
111.0	191.0
112.0	134.0
113.0	144.0
114.0	150.0
115.0	135.0
116.0	131.0
117.0	89.0
118.0	127.0
119.0	104.0
120.0	92.0
121.0	148.0
122.0	159.0
123.0	170.0
124.0	106.0
125.0	105.0
126.0	113.0
127.0	87.0
128.0	76.0
129.0	105.0
130.0	67.0
131.0	90.0
132.0	91.0
133.0	107.0
134.0	85.0
135.0	89.0
136.0	80.0
137.0	85.0
138.0	73.0
139.0	110.0
140.0	83.0
141.0	96.0
142.0	89.0
143.0	91.0
144.0	89.0
145.0	89.0
146.0	95.0
147.0	85.0
148.0	84.0
149.0	83.0
150.0	71.0
151.0	78.0
152.0	90.0
153.0	97.0
154.0	130.0
155.0	77.0
156.0	98.0
157.0	96.0
158.0	93.0
159.0	65.0
160.0	80.0
161.0	63.0
162.0	77.0
163.0	76.0
164.0	81.0
165.0	54.0
166.0	55.0
167.0	55.0
168.0	75.0
169.0	55.0
170.0	68.0
171.0	89.0
172.0	94.0
173.0	98.0
174.0	55.0
175.0	63.0
176.0	83.0
177.0	92.0
178.0	88.0
179.0	80.0
180.0	98.0
181.0	78.0
182.0	78.0
183.0	62.0
184.0	97.0
185.0	70.0
186.0	102.0
187.0	76.0
188.0	100.0
189.0	57.0
190.0	69.0
191.0	43.0
192.0	72.0
193.0	50.0
194.0	63.0
195.0	65.0
196.0	55.0
197.0	69.0
198.0	43.0
199.0	62.0
200.0	52.0
201.0	51.0
202.0	64.0
203.0	45.0
204.0	55.0
205.0	48.0
206.0	64.0
207.0	39.0
208.0	59.0
209.0	63.0
210.0	45.0
211.0	36.0
212.0	41.0
213.0	64.0
214.0	49.0
215.0	63.0
216.0	58.0
217.0	69.0
218.0	64.0
219.0	86.0
220.0	55.0
221.0	68.0
222.0	57.0
223.0	54.0
224.0	53.0
225.0	47.0
226.0	50.0
227.0	48.0
228.0	44.0
229.0	43.0
230.0	35.0
231.0	33.0
232.0	48.0
233.0	22.0
234.0	39.0
235.0	44.0
236.0	35.0
237.0	52.0
238.0	39.0
239.0	76.0
240.0	44.0
241.0	58.0
242.0	39.0
243.0	46.0
244.0	39.0
245.0	31.0
246.0	29.0
247.0	35.0
248.0	36.0
249.0	60.0
250.0	57.0
251.0	31.0
252.0	37.0
253.0	52.0
254.0	39.0
255.0	43.0
256.0	57.0
257.0	24.0
258.0	20.0
259.0	26.0
260.0	28.0
261.0	23.0
262.0	18.0
263.0	31.0
264.0	19.0
265.0	35.0
266.0	26.0
267.0	39.0
268.0	39.0
269.0	27.0
270.0	28.0
271.0	20.0
272.0	20.0
273.0	19.0
274.0	13.0
275.0	10.0
276.0	13.0
277.0	10.0
278.0	16.0
279.0	15.0
280.0	16.0
281.0	21.0
282.0	33.0
283.0	22.0
284.0	26.0
285.0	16.0
286.0	13.0
287.0	18.0
288.0	10.0
289.0	9.0
290.0	20.0
291.0	21.0
292.0	13.0
293.0	22.0
294.0	16.0
295.0	17.0
296.0	16.0
297.0	22.0
298.0	13.0
299.0	14.0
300.0	20.0
301.0	23.0
302.0	20.0
303.0	25.0
304.0	18.0
305.0	28.0
306.0	19.0
307.0	20.0
308.0	19.0
309.0	21.0
310.0	13.0
311.0	23.0
312.0	8.0
313.0	14.0
314.0	12.0
315.0	20.0
316.0	12.0
317.0	21.0
318.0	11.0
319.0	11.0
320.0	16.0
321.0	15.0
322.0	22.0
323.0	10.0
324.0	12.0
325.0	12.0
326.0	10.0
327.0	12.0
328.0	5.0
329.0	13.0
330.0	13.0
331.0	12.0
332.0	10.0
333.0	3.0
334.0	2.0
335.0	3.0
336.0	13.0
337.0	9.0
338.0	3.0
339.0	6.0
340.0	6.0
341.0	3.0
342.0	5.0
343.0	3.0
344.0	12.0
345.0	4.0
346.0	5.0
347.0	3.0
348.0	3.0
349.0	7.0
350.0	7.0
351.0	7.0
352.0	13.0
353.0	6.0
354.0	10.0
355.0	5.0
356.0	6.0
357.0	4.0
358.0	10.0
359.0	6.0
360.0	7.0
361.0	10.0
362.0	14.0
363.0	5.0
364.0	10.0
365.0	10.0
366.0	13.0
367.0	17.0
368.0	6.0
369.0	12.0
370.0	5.0
371.0	5.0
372.0	6.0
373.0	3.0
374.0	1.0
375.0	6.0
376.0	9.0
378.0	2.0
379.0	2.0
380.0	5.0
381.0	10.0
382.0	3.0
383.0	2.0
384.0	3.0
385.0	9.0
386.0	6.0
387.0	3.0
388.0	2.0
389.0	7.0
390.0	2.0
391.0	12.0
392.0	9.0
393.0	5.0
394.0	3.0
395.0	1.0
396.0	1.0
397.0	2.0
398.0	6.0
399.0	7.0
400.0	7.0
401.0	7.0
402.0	4.0
403.0	5.0
404.0	10.0
405.0	6.0
406.0	8.0
407.0	4.0
408.0	9.0
409.0	5.0
410.0	1.0
411.0	3.0
412.0	3.0
413.0	5.0
414.0	1.0
415.0	1.0
416.0	7.0
417.0	7.0
418.0	4.0
419.0	5.0
420.0	8.0
421.0	6.0
422.0	5.0
423.0	2.0
424.0	5.0
425.0	7.0
426.0	9.0
427.0	6.0
428.0	8.0
429.0	7.0
430.0	6.0
431.0	1.0
432.0	5.0
433.0	5.0
434.0	3.0
435.0	13.0
436.0	7.0
437.0	8.0
438.0	7.0
440.0	3.0
442.0	7.0
443.0	4.0
444.0	1.0
445.0	1.0
446.0	1.0
448.0	4.0
449.0	2.0
451.0	1.0
