#Duplication rate	Coverage
1.0	654.0
2.0	660.0
3.0	596.0
4.0	524.0
5.0	464.0
6.0	457.0
7.0	420.0
8.0	377.0
9.0	325.0
10.0	363.0
11.0	293.0
12.0	285.0
13.0	293.0
14.0	272.0
15.0	245.0
16.0	229.0
17.0	250.0
18.0	241.0
19.0	253.0
20.0	212.0
21.0	200.0
22.0	209.0
23.0	165.0
24.0	203.0
25.0	164.0
26.0	179.0
27.0	166.0
28.0	138.0
29.0	151.0
30.0	140.0
31.0	143.0
32.0	138.0
33.0	144.0
34.0	116.0
35.0	125.0
36.0	116.0
37.0	120.0
38.0	127.0
39.0	137.0
40.0	119.0
41.0	135.0
42.0	136.0
43.0	110.0
44.0	103.0
45.0	103.0
46.0	103.0
47.0	112.0
48.0	96.0
49.0	105.0
50.0	17876.0
