#Mapping quality	mapping quality
2.0	12.0
3.0	46.0
4.0	44.0
5.0	44.0
6.0	67.0
7.0	209.0
8.0	58.0
9.0	51.0
10.0	111.0
11.0	149.0
12.0	89.0
13.0	195.0
14.0	212.0
15.0	205.0
16.0	146.0
17.0	98.0
18.0	109.0
19.0	67.0
20.0	65.0
21.0	62.0
22.0	53.0
23.0	73.0
24.0	196.0
25.0	123.0
26.0	154.0
27.0	189.0
28.0	170.0
29.0	73.0
30.0	84.0
31.0	170.0
32.0	166.0
33.0	133.0
34.0	110.0
35.0	58.0
36.0	95.0
37.0	112.0
38.0	81.0
39.0	79.0
40.0	103.0
41.0	68.0
42.0	59.0
43.0	77.0
44.0	106.0
45.0	123.0
46.0	81.0
47.0	161.0
48.0	139.0
49.0	130.0
50.0	127.0
51.0	139.0
52.0	310.0
53.0	215.0
54.0	182.0
55.0	462.0
56.0	565.0
57.0	518.0
58.0	907.0
59.0	12411.0
60.0	8862.0
