#Duplication rate	Coverage
1.0	5684.0
2.0	2503.0
3.0	1334.0
4.0	807.0
5.0	557.0
6.0	401.0
7.0	318.0
8.0	287.0
9.0	226.0
10.0	171.0
11.0	149.0
12.0	139.0
13.0	141.0
14.0	118.0
15.0	101.0
16.0	91.0
17.0	82.0
18.0	77.0
19.0	54.0
20.0	70.0
21.0	57.0
22.0	51.0
23.0	50.0
24.0	54.0
25.0	37.0
26.0	42.0
27.0	38.0
28.0	34.0
29.0	25.0
30.0	31.0
31.0	36.0
32.0	28.0
33.0	31.0
34.0	20.0
35.0	16.0
36.0	16.0
37.0	26.0
38.0	19.0
39.0	30.0
40.0	15.0
41.0	16.0
42.0	13.0
43.0	12.0
44.0	15.0
45.0	14.0
46.0	11.0
47.0	11.0
48.0	12.0
49.0	7.0
50.0	191.0
