#Duplication rate	Coverage
1.0	4575.0
2.0	1754.0
3.0	862.0
4.0	481.0
5.0	335.0
6.0	268.0
7.0	155.0
8.0	132.0
9.0	126.0
10.0	74.0
11.0	77.0
12.0	65.0
13.0	48.0
14.0	34.0
15.0	28.0
16.0	33.0
17.0	31.0
18.0	26.0
19.0	22.0
20.0	26.0
21.0	16.0
22.0	14.0
23.0	11.0
24.0	19.0
25.0	6.0
26.0	11.0
27.0	13.0
28.0	5.0
29.0	5.0
30.0	8.0
31.0	3.0
32.0	14.0
33.0	10.0
34.0	10.0
35.0	11.0
36.0	4.0
37.0	6.0
38.0	4.0
39.0	5.0
40.0	3.0
41.0	4.0
42.0	5.0
43.0	3.0
44.0	5.0
45.0	6.0
46.0	3.0
47.0	2.0
48.0	7.0
49.0	5.0
50.0	244.0
