#Duplication rate	Coverage
1.0	318.0
2.0	444.0
3.0	424.0
4.0	424.0
5.0	486.0
6.0	432.0
7.0	421.0
8.0	392.0
9.0	374.0
10.0	381.0
11.0	329.0
12.0	328.0
13.0	301.0
14.0	291.0
15.0	285.0
16.0	305.0
17.0	271.0
18.0	251.0
19.0	281.0
20.0	241.0
21.0	259.0
22.0	250.0
23.0	237.0
24.0	248.0
25.0	244.0
26.0	267.0
27.0	254.0
28.0	296.0
29.0	252.0
30.0	244.0
31.0	252.0
32.0	259.0
33.0	214.0
34.0	253.0
35.0	233.0
36.0	243.0
37.0	215.0
38.0	234.0
39.0	243.0
40.0	232.0
41.0	214.0
42.0	222.0
43.0	224.0
44.0	199.0
45.0	199.0
46.0	210.0
47.0	222.0
48.0	185.0
49.0	200.0
50.0	15870.0
