#Duplication rate	Coverage
1.0	2698.0
2.0	854.0
3.0	448.0
4.0	236.0
5.0	207.0
6.0	138.0
7.0	124.0
8.0	105.0
9.0	79.0
10.0	78.0
11.0	81.0
12.0	68.0
13.0	68.0
14.0	55.0
15.0	61.0
16.0	61.0
17.0	64.0
18.0	43.0
19.0	35.0
20.0	31.0
21.0	44.0
22.0	38.0
23.0	26.0
24.0	34.0
25.0	28.0
26.0	29.0
27.0	22.0
28.0	19.0
29.0	13.0
30.0	17.0
31.0	16.0
32.0	14.0
33.0	13.0
34.0	11.0
35.0	12.0
36.0	13.0
37.0	19.0
38.0	12.0
39.0	12.0
40.0	7.0
41.0	11.0
42.0	4.0
43.0	9.0
44.0	10.0
45.0	6.0
46.0	6.0
47.0	5.0
48.0	9.0
49.0	7.0
50.0	410.0
