#Duplication rate	Coverage
1.0	3522.0
2.0	1390.0
3.0	830.0
4.0	553.0
5.0	422.0
6.0	322.0
7.0	251.0
8.0	196.0
9.0	145.0
10.0	132.0
11.0	112.0
12.0	103.0
13.0	69.0
14.0	68.0
15.0	63.0
16.0	69.0
17.0	56.0
18.0	49.0
19.0	47.0
20.0	38.0
21.0	27.0
22.0	24.0
23.0	26.0
24.0	25.0
25.0	32.0
26.0	22.0
27.0	21.0
28.0	26.0
29.0	15.0
30.0	13.0
31.0	23.0
32.0	15.0
33.0	18.0
34.0	21.0
35.0	22.0
36.0	8.0
37.0	8.0
38.0	13.0
39.0	13.0
40.0	12.0
41.0	7.0
42.0	8.0
43.0	8.0
44.0	6.0
45.0	5.0
46.0	8.0
47.0	9.0
48.0	7.0
49.0	10.0
50.0	312.0
