#Mapping quality	mapping quality
3.0	9.0
4.0	15.0
5.0	19.0
6.0	17.0
7.0	16.0
8.0	20.0
9.0	15.0
10.0	18.0
11.0	12.0
12.0	13.0
15.0	1.0
18.0	29.0
19.0	16.0
20.0	20.0
21.0	47.0
22.0	50.0
23.0	68.0
24.0	40.0
25.0	40.0
26.0	29.0
27.0	36.0
28.0	38.0
29.0	7.0
30.0	10.0
31.0	8.0
32.0	8.0
33.0	5.0
34.0	7.0
35.0	26.0
36.0	13.0
37.0	21.0
38.0	33.0
39.0	28.0
40.0	3.0
41.0	18.0
42.0	29.0
43.0	26.0
44.0	1.0
45.0	5.0
46.0	2.0
47.0	3.0
48.0	5.0
49.0	11.0
50.0	11.0
51.0	12.0
52.0	25.0
53.0	38.0
54.0	36.0
55.0	47.0
56.0	42.0
57.0	60.0
58.0	5.0
59.0	2062.0
60.0	26698.0
