#Duplication rate	Coverage
1.0	734.0
2.0	622.0
3.0	549.0
4.0	476.0
5.0	456.0
6.0	454.0
7.0	391.0
8.0	338.0
9.0	358.0
10.0	347.0
11.0	303.0
12.0	297.0
13.0	284.0
14.0	268.0
15.0	250.0
16.0	247.0
17.0	198.0
18.0	245.0
19.0	226.0
20.0	211.0
21.0	226.0
22.0	199.0
23.0	197.0
24.0	189.0
25.0	210.0
26.0	166.0
27.0	135.0
28.0	170.0
29.0	159.0
30.0	169.0
31.0	155.0
32.0	175.0
33.0	149.0
34.0	170.0
35.0	155.0
36.0	148.0
37.0	134.0
38.0	125.0
39.0	118.0
40.0	120.0
41.0	109.0
42.0	117.0
43.0	112.0
44.0	122.0
45.0	112.0
46.0	108.0
47.0	123.0
48.0	106.0
49.0	115.0
50.0	16921.0
