#Duplication rate	Coverage
1.0	5140.0
2.0	2731.0
3.0	1681.0
4.0	1063.0
5.0	770.0
6.0	593.0
7.0	501.0
8.0	396.0
9.0	404.0
10.0	324.0
11.0	298.0
12.0	242.0
13.0	224.0
14.0	194.0
15.0	182.0
16.0	187.0
17.0	165.0
18.0	156.0
19.0	134.0
20.0	114.0
21.0	135.0
22.0	137.0
23.0	123.0
24.0	110.0
25.0	128.0
26.0	100.0
27.0	98.0
28.0	92.0
29.0	71.0
30.0	74.0
31.0	79.0
32.0	79.0
33.0	72.0
34.0	73.0
35.0	67.0
36.0	57.0
37.0	69.0
38.0	65.0
39.0	68.0
40.0	52.0
41.0	55.0
42.0	55.0
43.0	51.0
44.0	45.0
45.0	51.0
46.0	41.0
47.0	45.0
48.0	45.0
49.0	61.0
50.0	1366.0
