#Mapping quality	mapping quality
1.0	18.0
2.0	1.0
3.0	333.0
4.0	192.0
5.0	232.0
6.0	271.0
7.0	147.0
8.0	88.0
9.0	75.0
10.0	196.0
11.0	101.0
12.0	194.0
13.0	240.0
14.0	166.0
15.0	108.0
16.0	104.0
17.0	98.0
18.0	96.0
19.0	58.0
20.0	44.0
21.0	34.0
22.0	61.0
23.0	89.0
24.0	160.0
25.0	211.0
26.0	213.0
27.0	127.0
28.0	119.0
29.0	104.0
30.0	87.0
31.0	79.0
32.0	92.0
33.0	116.0
34.0	68.0
35.0	85.0
36.0	94.0
37.0	140.0
38.0	132.0
39.0	162.0
40.0	272.0
41.0	174.0
42.0	195.0
43.0	194.0
44.0	198.0
45.0	175.0
46.0	131.0
47.0	199.0
48.0	250.0
49.0	121.0
50.0	180.0
51.0	195.0
52.0	253.0
53.0	310.0
54.0	270.0
55.0	377.0
56.0	650.0
57.0	807.0
58.0	2068.0
59.0	11832.0
60.0	6108.0
