#Duplication rate	Coverage
1.0	5861.0
2.0	3048.0
3.0	1739.0
4.0	1102.0
5.0	759.0
6.0	500.0
7.0	380.0
8.0	292.0
9.0	251.0
10.0	191.0
11.0	165.0
12.0	131.0
13.0	121.0
14.0	102.0
15.0	98.0
16.0	68.0
17.0	73.0
18.0	70.0
19.0	46.0
20.0	47.0
21.0	36.0
22.0	34.0
23.0	23.0
24.0	26.0
25.0	23.0
26.0	22.0
27.0	23.0
28.0	17.0
29.0	16.0
30.0	16.0
31.0	14.0
32.0	12.0
33.0	11.0
34.0	9.0
35.0	9.0
36.0	14.0
37.0	12.0
38.0	7.0
39.0	10.0
40.0	8.0
41.0	8.0
42.0	7.0
43.0	4.0
44.0	2.0
45.0	4.0
46.0	7.0
47.0	3.0
48.0	4.0
49.0	3.0
50.0	76.0
