#Duplication rate	Coverage
1.0	266.0
2.0	348.0
3.0	377.0
4.0	386.0
5.0	421.0
6.0	416.0
7.0	381.0
8.0	376.0
9.0	349.0
10.0	323.0
11.0	325.0
12.0	362.0
13.0	323.0
14.0	311.0
15.0	307.0
16.0	298.0
17.0	299.0
18.0	279.0
19.0	261.0
20.0	264.0
21.0	226.0
22.0	248.0
23.0	249.0
24.0	255.0
25.0	230.0
26.0	235.0
27.0	204.0
28.0	202.0
29.0	206.0
30.0	205.0
31.0	183.0
32.0	207.0
33.0	172.0
34.0	173.0
35.0	199.0
36.0	181.0
37.0	183.0
38.0	159.0
39.0	187.0
40.0	175.0
41.0	159.0
42.0	186.0
43.0	159.0
44.0	176.0
45.0	171.0
46.0	170.0
47.0	135.0
48.0	151.0
49.0	179.0
50.0	17509.0
