#Coverage (X)	Coverage
1.0	77.20630037120021
2.0	76.06929070661806
3.0	75.18309199745845
4.0	74.95234591846972
5.0	74.69150252483028
6.0	74.30023743437114
7.0	73.62806407383874
8.0	73.36053238805471
9.0	72.91576096043876
10.0	72.37735344279838
11.0	71.99946493662844
12.0	71.45436912684346
13.0	70.99956526101062
14.0	70.38424238370733
15.0	69.79232852891015
16.0	68.81249372972613
17.0	67.98314550379561
18.0	67.20730361502191
19.0	66.76253218740595
20.0	66.4381500183928
21.0	65.99337859077684
22.0	65.19412767949703
23.0	64.69584991472428
24.0	64.29120823997592
25.0	63.782898036986246
26.0	63.51536635120221
27.0	63.11406882252616
28.0	62.856569574959025
29.0	62.54221984416279
30.0	62.284720596595655
31.0	62.06400695582383
32.0	61.893455506136505
33.0	61.662709427147774
34.0	61.49215797746045
35.0	61.30154165133933
36.0	61.114269471290505
37.0	60.977159482326186
38.0	60.860114369795674
39.0	60.66949804367455
40.0	60.45881684111962
41.0	60.3217068521553
42.0	60.191285155335585
43.0	60.097649065311174
44.0	59.97391566063606
45.0	59.74316958164733
46.0	59.58265057017691
47.0	59.321807176537476
48.0	59.14122328863325
49.0	58.94391867036752
50.0	58.790087951041706
51.0	58.67973113065579
