#Coverage	Number of genomic locations
0.0	6816.0
1.0	340.0
2.0	265.0
3.0	69.0
4.0	78.0
5.0	117.0
6.0	201.0
7.0	80.0
8.0	133.0
9.0	161.0
10.0	113.0
11.0	163.0
12.0	136.0
13.0	184.0
14.0	177.0
15.0	293.0
16.0	248.0
17.0	232.0
18.0	133.0
19.0	97.0
20.0	133.0
21.0	239.0
22.0	149.0
23.0	121.0
24.0	152.0
25.0	80.0
26.0	120.0
27.0	77.0
28.0	94.0
29.0	77.0
30.0	66.0
31.0	51.0
32.0	69.0
33.0	51.0
34.0	57.0
35.0	56.0
36.0	41.0
37.0	35.0
38.0	57.0
39.0	63.0
40.0	41.0
41.0	39.0
42.0	28.0
43.0	37.0
44.0	69.0
45.0	48.0
46.0	78.0
47.0	54.0
48.0	59.0
49.0	46.0
50.0	33.0
51.0	62.0
52.0	56.0
53.0	65.0
54.0	70.0
55.0	79.0
56.0	99.0
57.0	37.0
58.0	53.0
59.0	64.0
60.0	90.0
61.0	88.0
62.0	130.0
63.0	95.0
64.0	93.0
65.0	98.0
66.0	83.0
67.0	74.0
68.0	70.0
69.0	82.0
70.0	76.0
71.0	83.0
72.0	85.0
73.0	93.0
74.0	115.0
75.0	117.0
76.0	93.0
77.0	74.0
78.0	105.0
79.0	120.0
80.0	115.0
81.0	96.0
82.0	87.0
83.0	106.0
84.0	123.0
85.0	91.0
86.0	116.0
87.0	89.0
88.0	111.0
89.0	87.0
90.0	72.0
91.0	86.0
92.0	86.0
93.0	91.0
94.0	62.0
95.0	71.0
96.0	85.0
97.0	56.0
98.0	58.0
99.0	45.0
100.0	60.0
101.0	53.0
102.0	76.0
103.0	69.0
104.0	69.0
105.0	56.0
106.0	43.0
107.0	29.0
108.0	50.0
109.0	75.0
110.0	53.0
111.0	80.0
112.0	62.0
113.0	82.0
114.0	75.0
115.0	70.0
116.0	67.0
117.0	67.0
118.0	87.0
119.0	92.0
120.0	78.0
121.0	70.0
122.0	78.0
123.0	79.0
124.0	73.0
125.0	79.0
126.0	75.0
127.0	106.0
128.0	78.0
129.0	61.0
130.0	53.0
131.0	43.0
132.0	46.0
133.0	67.0
134.0	51.0
135.0	52.0
136.0	73.0
137.0	48.0
138.0	54.0
139.0	55.0
140.0	40.0
141.0	38.0
142.0	50.0
143.0	57.0
144.0	53.0
145.0	48.0
146.0	38.0
147.0	40.0
148.0	23.0
149.0	32.0
150.0	38.0
151.0	44.0
152.0	39.0
153.0	40.0
154.0	38.0
155.0	38.0
156.0	50.0
157.0	71.0
158.0	52.0
159.0	37.0
160.0	41.0
161.0	45.0
162.0	45.0
163.0	31.0
164.0	45.0
165.0	42.0
166.0	39.0
167.0	52.0
168.0	50.0
169.0	61.0
170.0	51.0
171.0	63.0
172.0	60.0
173.0	69.0
174.0	54.0
175.0	60.0
176.0	55.0
177.0	62.0
178.0	45.0
179.0	47.0
180.0	44.0
181.0	39.0
182.0	48.0
183.0	27.0
184.0	37.0
185.0	44.0
186.0	51.0
187.0	46.0
188.0	51.0
189.0	51.0
190.0	34.0
191.0	31.0
192.0	50.0
193.0	31.0
194.0	53.0
195.0	50.0
196.0	54.0
197.0	36.0
198.0	44.0
199.0	38.0
200.0	45.0
201.0	36.0
202.0	36.0
203.0	36.0
204.0	49.0
205.0	31.0
206.0	48.0
207.0	37.0
208.0	50.0
209.0	46.0
210.0	34.0
211.0	29.0
212.0	30.0
213.0	49.0
214.0	35.0
215.0	31.0
216.0	22.0
217.0	22.0
218.0	25.0
219.0	38.0
220.0	33.0
221.0	45.0
222.0	49.0
223.0	36.0
224.0	51.0
225.0	48.0
226.0	37.0
227.0	38.0
228.0	39.0
229.0	41.0
230.0	46.0
231.0	31.0
232.0	33.0
233.0	38.0
234.0	30.0
235.0	42.0
236.0	21.0
237.0	35.0
238.0	23.0
239.0	31.0
240.0	28.0
241.0	30.0
242.0	34.0
243.0	27.0
244.0	32.0
245.0	33.0
246.0	37.0
247.0	37.0
248.0	34.0
249.0	36.0
250.0	36.0
251.0	45.0
252.0	32.0
253.0	30.0
254.0	33.0
255.0	39.0
256.0	35.0
257.0	32.0
258.0	37.0
259.0	40.0
260.0	29.0
261.0	25.0
262.0	25.0
263.0	33.0
264.0	37.0
265.0	38.0
266.0	33.0
267.0	24.0
268.0	28.0
269.0	38.0
270.0	29.0
271.0	31.0
272.0	34.0
273.0	30.0
274.0	24.0
