#Duplication rate	Coverage
1.0	1168.0
2.0	875.0
3.0	770.0
4.0	609.0
5.0	513.0
6.0	464.0
7.0	409.0
8.0	331.0
9.0	333.0
10.0	278.0
11.0	280.0
12.0	244.0
13.0	270.0
14.0	228.0
15.0	246.0
16.0	208.0
17.0	204.0
18.0	180.0
19.0	193.0
20.0	206.0
21.0	171.0
22.0	187.0
23.0	168.0
24.0	185.0
25.0	183.0
26.0	143.0
27.0	120.0
28.0	148.0
29.0	118.0
30.0	144.0
31.0	148.0
32.0	127.0
33.0	133.0
34.0	144.0
35.0	119.0
36.0	120.0
37.0	124.0
38.0	131.0
39.0	124.0
40.0	117.0
41.0	120.0
42.0	113.0
43.0	119.0
44.0	92.0
45.0	121.0
46.0	114.0
47.0	114.0
48.0	119.0
49.0	122.0
50.0	16602.0
