#Duplication rate	Coverage
1.0	52.0
2.0	60.0
3.0	56.0
4.0	81.0
5.0	62.0
6.0	96.0
7.0	72.0
8.0	92.0
9.0	85.0
10.0	91.0
11.0	104.0
12.0	106.0
13.0	101.0
14.0	100.0
15.0	87.0
16.0	104.0
17.0	98.0
18.0	125.0
19.0	91.0
20.0	101.0
21.0	105.0
22.0	120.0
23.0	99.0
24.0	89.0
25.0	115.0
26.0	96.0
27.0	102.0
28.0	90.0
29.0	115.0
30.0	101.0
31.0	96.0
32.0	109.0
33.0	108.0
34.0	105.0
35.0	98.0
36.0	91.0
37.0	108.0
38.0	99.0
39.0	113.0
40.0	115.0
41.0	101.0
42.0	116.0
43.0	132.0
44.0	100.0
45.0	115.0
46.0	109.0
47.0	112.0
48.0	90.0
49.0	92.0
50.0	25035.0
