#Duplication rate	Coverage
1.0	3082.0
2.0	2398.0
3.0	1696.0
4.0	1487.0
5.0	1118.0
6.0	925.0
7.0	832.0
8.0	695.0
9.0	569.0
10.0	544.0
11.0	492.0
12.0	427.0
13.0	426.0
14.0	373.0
15.0	377.0
16.0	343.0
17.0	336.0
18.0	303.0
19.0	311.0
20.0	254.0
21.0	291.0
22.0	269.0
23.0	245.0
24.0	254.0
25.0	263.0
26.0	252.0
27.0	196.0
28.0	217.0
29.0	215.0
30.0	226.0
31.0	190.0
32.0	152.0
33.0	186.0
34.0	183.0
35.0	167.0
36.0	191.0
37.0	151.0
38.0	157.0
39.0	156.0
40.0	172.0
41.0	138.0
42.0	128.0
43.0	124.0
44.0	154.0
45.0	131.0
46.0	140.0
47.0	142.0
48.0	129.0
49.0	117.0
50.0	4362.0
