#Duplication rate	Coverage
1.0	776.0
2.0	836.0
3.0	819.0
4.0	865.0
5.0	783.0
6.0	709.0
7.0	679.0
8.0	606.0
9.0	581.0
10.0	562.0
11.0	508.0
12.0	491.0
13.0	483.0
14.0	424.0
15.0	413.0
16.0	375.0
17.0	415.0
18.0	350.0
19.0	420.0
20.0	385.0
21.0	341.0
22.0	343.0
23.0	339.0
24.0	324.0
25.0	335.0
26.0	302.0
27.0	305.0
28.0	256.0
29.0	265.0
30.0	255.0
31.0	261.0
32.0	274.0
33.0	232.0
34.0	189.0
35.0	225.0
36.0	209.0
37.0	194.0
38.0	195.0
39.0	187.0
40.0	182.0
41.0	162.0
42.0	179.0
43.0	195.0
44.0	195.0
45.0	182.0
46.0	162.0
47.0	166.0
48.0	172.0
49.0	136.0
50.0	11113.0
