#Duplication rate	Coverage
1.0	3536.0
2.0	1424.0
3.0	848.0
4.0	498.0
5.0	332.0
6.0	240.0
7.0	197.0
8.0	178.0
9.0	122.0
10.0	106.0
11.0	81.0
12.0	71.0
13.0	65.0
14.0	43.0
15.0	48.0
16.0	31.0
17.0	31.0
18.0	21.0
19.0	32.0
20.0	31.0
21.0	25.0
22.0	13.0
23.0	33.0
24.0	27.0
25.0	16.0
26.0	14.0
27.0	17.0
28.0	14.0
29.0	8.0
30.0	11.0
31.0	9.0
32.0	9.0
33.0	5.0
34.0	9.0
35.0	7.0
36.0	6.0
37.0	6.0
38.0	4.0
39.0	5.0
40.0	3.0
41.0	5.0
42.0	1.0
43.0	2.0
44.0	6.0
45.0	3.0
46.0	8.0
47.0	4.0
48.0	6.0
49.0	3.0
50.0	67.0
