#Duplication rate	Coverage
1.0	5504.0
2.0	2433.0
3.0	1281.0
4.0	807.0
5.0	536.0
6.0	383.0
7.0	295.0
8.0	242.0
9.0	191.0
10.0	169.0
11.0	142.0
12.0	133.0
13.0	113.0
14.0	101.0
15.0	116.0
16.0	89.0
17.0	85.0
18.0	76.0
19.0	74.0
20.0	66.0
21.0	77.0
22.0	58.0
23.0	53.0
24.0	40.0
25.0	52.0
26.0	39.0
27.0	53.0
28.0	45.0
29.0	36.0
30.0	40.0
31.0	41.0
32.0	28.0
33.0	33.0
34.0	29.0
35.0	33.0
36.0	17.0
37.0	15.0
38.0	28.0
39.0	25.0
40.0	18.0
41.0	20.0
42.0	24.0
43.0	21.0
44.0	14.0
45.0	18.0
46.0	22.0
47.0	15.0
48.0	26.0
49.0	15.0
50.0	369.0
