#Duplication rate	Coverage
1.0	2271.0
2.0	846.0
3.0	442.0
4.0	290.0
5.0	207.0
6.0	171.0
7.0	132.0
8.0	121.0
9.0	75.0
10.0	79.0
11.0	57.0
12.0	52.0
13.0	43.0
14.0	34.0
15.0	27.0
16.0	37.0
17.0	30.0
18.0	26.0
19.0	20.0
20.0	20.0
21.0	26.0
22.0	21.0
23.0	17.0
24.0	9.0
25.0	15.0
26.0	21.0
27.0	9.0
28.0	14.0
29.0	6.0
30.0	7.0
31.0	10.0
32.0	12.0
33.0	10.0
34.0	8.0
35.0	8.0
36.0	10.0
37.0	7.0
38.0	5.0
39.0	9.0
40.0	8.0
41.0	7.0
42.0	10.0
43.0	5.0
44.0	5.0
45.0	7.0
46.0	4.0
47.0	5.0
48.0	8.0
49.0	8.0
50.0	258.0
