#Mapping quality	mapping quality
2.0	4.0
3.0	2.0
4.0	1.0
5.0	78.0
6.0	66.0
7.0	46.0
8.0	42.0
9.0	74.0
10.0	69.0
11.0	77.0
12.0	63.0
13.0	81.0
14.0	55.0
15.0	30.0
16.0	39.0
17.0	131.0
18.0	136.0
19.0	121.0
20.0	152.0
21.0	50.0
22.0	37.0
23.0	37.0
24.0	43.0
25.0	43.0
26.0	80.0
27.0	146.0
28.0	111.0
29.0	140.0
30.0	101.0
31.0	156.0
32.0	101.0
33.0	101.0
34.0	146.0
35.0	111.0
36.0	66.0
37.0	62.0
38.0	87.0
39.0	78.0
40.0	82.0
41.0	57.0
42.0	68.0
43.0	67.0
44.0	74.0
45.0	60.0
46.0	56.0
47.0	115.0
48.0	175.0
49.0	287.0
50.0	256.0
51.0	230.0
52.0	182.0
53.0	249.0
54.0	413.0
55.0	466.0
56.0	557.0
57.0	789.0
58.0	1054.0
59.0	11612.0
60.0	10091.0
