#Duplication rate	Coverage
1.0	874.0
2.0	517.0
3.0	362.0
4.0	269.0
5.0	217.0
6.0	178.0
7.0	127.0
8.0	136.0
9.0	117.0
10.0	79.0
11.0	84.0
12.0	57.0
13.0	50.0
14.0	45.0
15.0	64.0
16.0	43.0
17.0	42.0
18.0	46.0
19.0	33.0
20.0	33.0
21.0	35.0
22.0	28.0
23.0	25.0
24.0	30.0
25.0	19.0
26.0	15.0
27.0	35.0
28.0	21.0
29.0	18.0
30.0	13.0
31.0	14.0
32.0	16.0
33.0	12.0
34.0	18.0
35.0	10.0
36.0	19.0
37.0	11.0
38.0	9.0
39.0	12.0
40.0	12.0
41.0	14.0
42.0	7.0
43.0	5.0
44.0	8.0
45.0	14.0
46.0	4.0
47.0	6.0
48.0	8.0
49.0	7.0
50.0	399.0
