#Duplication rate	Coverage
1.0	4759.0
2.0	2931.0
3.0	1868.0
4.0	1377.0
5.0	1058.0
6.0	801.0
7.0	701.0
8.0	560.0
9.0	492.0
10.0	425.0
11.0	376.0
12.0	323.0
13.0	294.0
14.0	232.0
15.0	250.0
16.0	223.0
17.0	184.0
18.0	188.0
19.0	165.0
20.0	162.0
21.0	114.0
22.0	113.0
23.0	131.0
24.0	91.0
25.0	104.0
26.0	88.0
27.0	75.0
28.0	76.0
29.0	62.0
30.0	58.0
31.0	62.0
32.0	73.0
33.0	61.0
34.0	59.0
35.0	46.0
36.0	33.0
37.0	50.0
38.0	37.0
39.0	40.0
40.0	34.0
41.0	40.0
42.0	36.0
43.0	28.0
44.0	41.0
45.0	25.0
46.0	35.0
47.0	29.0
48.0	25.0
49.0	20.0
50.0	1218.0
