#Mapping quality	mapping quality
11.0	2.0
12.0	2.0
13.0	3.0
14.0	25.0
15.0	13.0
16.0	7.0
17.0	6.0
18.0	5.0
19.0	7.0
20.0	6.0
21.0	4.0
22.0	7.0
23.0	6.0
24.0	6.0
25.0	8.0
26.0	9.0
27.0	7.0
28.0	8.0
29.0	18.0
30.0	18.0
31.0	14.0
32.0	23.0
33.0	53.0
34.0	25.0
35.0	25.0
36.0	34.0
37.0	22.0
38.0	37.0
39.0	29.0
40.0	15.0
41.0	15.0
42.0	20.0
43.0	31.0
44.0	45.0
45.0	59.0
46.0	122.0
47.0	143.0
48.0	50.0
49.0	46.0
50.0	109.0
51.0	69.0
52.0	110.0
53.0	173.0
54.0	155.0
55.0	190.0
56.0	187.0
57.0	306.0
58.0	514.0
59.0	7653.0
60.0	19462.0
