#Duplication rate	Coverage
1.0	945.0
2.0	948.0
3.0	644.0
4.0	707.0
5.0	621.0
6.0	621.0
7.0	644.0
8.0	692.0
9.0	586.0
10.0	653.0
11.0	687.0
12.0	686.0
13.0	655.0
14.0	638.0
15.0	640.0
16.0	644.0
17.0	629.0
18.0	609.0
19.0	584.0
20.0	554.0
21.0	603.0
22.0	561.0
23.0	547.0
24.0	521.0
25.0	499.0
26.0	466.0
27.0	455.0
28.0	434.0
29.0	422.0
30.0	432.0
31.0	399.0
32.0	376.0
33.0	348.0
34.0	331.0
35.0	295.0
36.0	321.0
37.0	296.0
38.0	263.0
39.0	283.0
40.0	261.0
41.0	261.0
42.0	220.0
43.0	220.0
44.0	230.0
45.0	182.0
46.0	194.0
47.0	187.0
48.0	191.0
49.0	178.0
50.0	4761.0
