#Duplication rate	Coverage
1.0	4885.0
2.0	3081.0
3.0	2134.0
4.0	1484.0
5.0	1084.0
6.0	861.0
7.0	688.0
8.0	527.0
9.0	406.0
10.0	394.0
11.0	318.0
12.0	280.0
13.0	218.0
14.0	217.0
15.0	182.0
16.0	151.0
17.0	177.0
18.0	112.0
19.0	140.0
20.0	113.0
21.0	107.0
22.0	112.0
23.0	73.0
24.0	77.0
25.0	78.0
26.0	60.0
27.0	68.0
28.0	76.0
29.0	53.0
30.0	43.0
31.0	48.0
32.0	50.0
33.0	38.0
34.0	37.0
35.0	36.0
36.0	44.0
37.0	23.0
38.0	28.0
39.0	23.0
40.0	36.0
41.0	25.0
42.0	23.0
43.0	18.0
44.0	26.0
45.0	23.0
46.0	12.0
47.0	22.0
48.0	16.0
49.0	13.0
50.0	521.0
