#Duplication rate	Coverage
1.0	3422.0
2.0	2255.0
3.0	1321.0
4.0	1060.0
5.0	782.0
6.0	713.0
7.0	495.0
8.0	472.0
9.0	438.0
10.0	339.0
11.0	309.0
12.0	284.0
13.0	257.0
14.0	242.0
15.0	191.0
16.0	222.0
17.0	195.0
18.0	176.0
19.0	152.0
20.0	141.0
21.0	120.0
22.0	112.0
23.0	111.0
24.0	111.0
25.0	101.0
26.0	87.0
27.0	90.0
28.0	63.0
29.0	73.0
30.0	59.0
31.0	69.0
32.0	59.0
33.0	46.0
34.0	57.0
35.0	46.0
36.0	43.0
37.0	54.0
38.0	48.0
39.0	50.0
40.0	39.0
41.0	41.0
42.0	27.0
43.0	33.0
44.0	36.0
45.0	21.0
46.0	29.0
47.0	24.0
48.0	28.0
49.0	28.0
50.0	510.0
