#Duplication rate	Coverage
1.0	90.0
2.0	123.0
3.0	149.0
4.0	181.0
5.0	154.0
6.0	182.0
7.0	208.0
8.0	196.0
9.0	161.0
10.0	175.0
11.0	191.0
12.0	180.0
13.0	188.0
14.0	201.0
15.0	186.0
16.0	180.0
17.0	176.0
18.0	182.0
19.0	188.0
20.0	166.0
21.0	180.0
22.0	186.0
23.0	194.0
24.0	172.0
25.0	213.0
26.0	184.0
27.0	176.0
28.0	159.0
29.0	165.0
30.0	170.0
31.0	156.0
32.0	193.0
33.0	177.0
34.0	151.0
35.0	162.0
36.0	151.0
37.0	170.0
38.0	167.0
39.0	161.0
40.0	160.0
41.0	153.0
42.0	137.0
43.0	133.0
44.0	155.0
45.0	152.0
46.0	161.0
47.0	142.0
48.0	131.0
49.0	143.0
50.0	21610.0
