#Duplication rate	Coverage
1.0	870.0
2.0	1150.0
3.0	1228.0
4.0	1289.0
5.0	1325.0
6.0	1324.0
7.0	1193.0
8.0	1158.0
9.0	1055.0
10.0	997.0
11.0	938.0
12.0	890.0
13.0	788.0
14.0	843.0
15.0	730.0
16.0	688.0
17.0	681.0
18.0	620.0
19.0	577.0
20.0	600.0
21.0	505.0
22.0	504.0
23.0	470.0
24.0	439.0
25.0	403.0
26.0	397.0
27.0	323.0
28.0	383.0
29.0	329.0
30.0	318.0
31.0	320.0
32.0	304.0
33.0	245.0
34.0	255.0
35.0	252.0
36.0	227.0
37.0	231.0
38.0	199.0
39.0	192.0
40.0	196.0
41.0	177.0
42.0	173.0
43.0	176.0
44.0	166.0
45.0	150.0
46.0	161.0
47.0	128.0
48.0	142.0
49.0	123.0
50.0	2492.0
