#Duplication rate	Coverage
1.0	2726.0
2.0	2080.0
3.0	1625.0
4.0	1324.0
5.0	1184.0
6.0	997.0
7.0	866.0
8.0	762.0
9.0	679.0
10.0	641.0
11.0	552.0
12.0	546.0
13.0	479.0
14.0	444.0
15.0	433.0
16.0	427.0
17.0	365.0
18.0	377.0
19.0	302.0
20.0	318.0
21.0	310.0
22.0	282.0
23.0	235.0
24.0	258.0
25.0	222.0
26.0	240.0
27.0	221.0
28.0	198.0
29.0	221.0
30.0	200.0
31.0	165.0
32.0	168.0
33.0	185.0
34.0	167.0
35.0	143.0
36.0	148.0
37.0	124.0
38.0	148.0
39.0	145.0
40.0	114.0
41.0	119.0
42.0	109.0
43.0	101.0
44.0	110.0
45.0	90.0
46.0	93.0
47.0	99.0
48.0	105.0
49.0	96.0
50.0	4858.0
