#Duplication rate	Coverage
1.0	3441.0
2.0	1472.0
3.0	855.0
4.0	576.0
5.0	498.0
6.0	372.0
7.0	326.0
8.0	270.0
9.0	198.0
10.0	178.0
11.0	157.0
12.0	147.0
13.0	101.0
14.0	120.0
15.0	89.0
16.0	87.0
17.0	85.0
18.0	79.0
19.0	80.0
20.0	77.0
21.0	60.0
22.0	56.0
23.0	60.0
24.0	41.0
25.0	36.0
26.0	39.0
27.0	42.0
28.0	42.0
29.0	28.0
30.0	30.0
31.0	29.0
32.0	34.0
33.0	39.0
34.0	31.0
35.0	27.0
36.0	21.0
37.0	26.0
38.0	23.0
39.0	25.0
40.0	22.0
41.0	18.0
42.0	16.0
43.0	19.0
44.0	20.0
45.0	20.0
46.0	16.0
47.0	17.0
48.0	19.0
49.0	11.0
50.0	724.0
