#Duplication rate	Coverage
1.0	1596.0
2.0	1183.0
3.0	883.0
4.0	720.0
5.0	611.0
6.0	520.0
7.0	487.0
8.0	434.0
9.0	346.0
10.0	318.0
11.0	313.0
12.0	272.0
13.0	275.0
14.0	287.0
15.0	263.0
16.0	255.0
17.0	234.0
18.0	199.0
19.0	235.0
20.0	230.0
21.0	212.0
22.0	203.0
23.0	211.0
24.0	197.0
25.0	218.0
26.0	191.0
27.0	188.0
28.0	186.0
29.0	194.0
30.0	189.0
31.0	200.0
32.0	180.0
33.0	142.0
34.0	161.0
35.0	164.0
36.0	153.0
37.0	144.0
38.0	139.0
39.0	137.0
40.0	156.0
41.0	129.0
42.0	136.0
43.0	155.0
44.0	116.0
45.0	124.0
46.0	128.0
47.0	112.0
48.0	106.0
49.0	122.0
50.0	12989.0
