#Duplication rate	Coverage
1.0	2991.0
2.0	2090.0
3.0	1240.0
4.0	1018.0
5.0	792.0
6.0	655.0
7.0	522.0
8.0	453.0
9.0	419.0
10.0	362.0
11.0	332.0
12.0	305.0
13.0	256.0
14.0	258.0
15.0	210.0
16.0	205.0
17.0	194.0
18.0	169.0
19.0	179.0
20.0	149.0
21.0	144.0
22.0	134.0
23.0	104.0
24.0	113.0
25.0	121.0
26.0	85.0
27.0	92.0
28.0	87.0
29.0	96.0
30.0	79.0
31.0	81.0
32.0	75.0
33.0	51.0
34.0	60.0
35.0	74.0
36.0	59.0
37.0	54.0
38.0	42.0
39.0	44.0
40.0	44.0
41.0	37.0
42.0	38.0
43.0	36.0
44.0	35.0
45.0	33.0
46.0	49.0
47.0	36.0
48.0	39.0
49.0	23.0
50.0	766.0
