#Duplication rate	Coverage
1.0	4110.0
2.0	2467.0
3.0	1700.0
4.0	1242.0
5.0	984.0
6.0	761.0
7.0	639.0
8.0	573.0
9.0	467.0
10.0	428.0
11.0	422.0
12.0	336.0
13.0	305.0
14.0	260.0
15.0	261.0
16.0	212.0
17.0	198.0
18.0	180.0
19.0	173.0
20.0	162.0
21.0	151.0
22.0	129.0
23.0	113.0
24.0	121.0
25.0	107.0
26.0	102.0
27.0	76.0
28.0	95.0
29.0	76.0
30.0	102.0
31.0	55.0
32.0	65.0
33.0	54.0
34.0	52.0
35.0	66.0
36.0	58.0
37.0	47.0
38.0	42.0
39.0	38.0
40.0	41.0
41.0	39.0
42.0	39.0
43.0	36.0
44.0	25.0
45.0	29.0
46.0	32.0
47.0	19.0
48.0	24.0
49.0	28.0
50.0	431.0
