#Mapping quality	mapping quality
1.0	22.0
2.0	22.0
3.0	29.0
4.0	27.0
5.0	23.0
6.0	24.0
7.0	24.0
8.0	16.0
10.0	2.0
14.0	2.0
15.0	16.0
16.0	37.0
17.0	22.0
18.0	24.0
19.0	50.0
20.0	61.0
21.0	27.0
22.0	1.0
23.0	3.0
24.0	5.0
25.0	4.0
26.0	6.0
27.0	9.0
28.0	13.0
29.0	14.0
30.0	9.0
31.0	20.0
32.0	21.0
33.0	42.0
34.0	32.0
35.0	30.0
36.0	32.0
37.0	31.0
38.0	36.0
39.0	16.0
40.0	8.0
41.0	12.0
42.0	16.0
43.0	16.0
44.0	21.0
45.0	23.0
46.0	26.0
47.0	44.0
48.0	64.0
49.0	65.0
50.0	131.0
51.0	122.0
52.0	181.0
53.0	76.0
54.0	44.0
55.0	97.0
56.0	77.0
57.0	68.0
58.0	448.0
59.0	4860.0
60.0	22752.0
