#Duplication rate	Coverage
1.0	4450.0
2.0	2255.0
3.0	1233.0
4.0	805.0
5.0	573.0
6.0	459.0
7.0	374.0
8.0	293.0
9.0	258.0
10.0	237.0
11.0	185.0
12.0	197.0
13.0	167.0
14.0	133.0
15.0	110.0
16.0	149.0
17.0	129.0
18.0	109.0
19.0	91.0
20.0	108.0
21.0	101.0
22.0	90.0
23.0	94.0
24.0	78.0
25.0	93.0
26.0	77.0
27.0	75.0
28.0	69.0
29.0	71.0
30.0	77.0
31.0	66.0
32.0	79.0
33.0	58.0
34.0	58.0
35.0	83.0
36.0	53.0
37.0	57.0
38.0	52.0
39.0	50.0
40.0	45.0
41.0	42.0
42.0	45.0
43.0	47.0
44.0	44.0
45.0	54.0
46.0	41.0
47.0	38.0
48.0	42.0
49.0	43.0
50.0	1520.0
