#Coverage	Number of genomic locations
6.0	1.0
8.0	2.0
9.0	1.0
10.0	4.0
11.0	1.0
12.0	1.0
13.0	3.0
20.0	2.0
22.0	8.0
23.0	1.0
24.0	1.0
26.0	4.0
28.0	1.0
30.0	2.0
31.0	2.0
33.0	8.0
34.0	1.0
35.0	5.0
37.0	3.0
38.0	2.0
39.0	1.0
40.0	1.0
41.0	1.0
44.0	1.0
45.0	1.0
47.0	1.0
49.0	1.0
51.0	1.0
52.0	3.0
53.0	6.0
54.0	3.0
56.0	1.0
58.0	3.0
62.0	1.0
63.0	2.0
64.0	5.0
65.0	1.0
66.0	1.0
67.0	1.0
69.0	9.0
70.0	1.0
71.0	8.0
72.0	2.0
74.0	1.0
75.0	2.0
77.0	1.0
78.0	1.0
79.0	2.0
81.0	5.0
82.0	1.0
89.0	1.0
90.0	1.0
91.0	1.0
92.0	2.0
93.0	2.0
94.0	5.0
95.0	3.0
96.0	1.0
97.0	1.0
98.0	2.0
99.0	2.0
100.0	1.0
101.0	5.0
102.0	6.0
103.0	2.0
104.0	8.0
105.0	14.0
106.0	9.0
107.0	15.0
108.0	7.0
109.0	5.0
110.0	3.0
111.0	1.0
112.0	2.0
113.0	2.0
116.0	3.0
117.0	5.0
118.0	2.0
119.0	3.0
120.0	3.0
122.0	2.0
123.0	2.0
125.0	1.0
126.0	1.0
127.0	1.0
128.0	3.0
129.0	1.0
130.0	2.0
131.0	1.0
132.0	3.0
135.0	7.0
136.0	2.0
137.0	3.0
138.0	1.0
139.0	7.0
140.0	3.0
141.0	4.0
142.0	4.0
143.0	3.0
144.0	5.0
145.0	7.0
146.0	10.0
147.0	5.0
148.0	12.0
149.0	9.0
150.0	2.0
152.0	2.0
153.0	5.0
154.0	2.0
155.0	2.0
156.0	4.0
157.0	3.0
160.0	3.0
161.0	2.0
162.0	6.0
163.0	4.0
164.0	5.0
165.0	2.0
166.0	4.0
167.0	2.0
168.0	4.0
169.0	2.0
170.0	2.0
171.0	1.0
172.0	3.0
173.0	4.0
174.0	2.0
175.0	4.0
176.0	3.0
177.0	4.0
178.0	1.0
179.0	6.0
180.0	4.0
181.0	4.0
182.0	5.0
183.0	5.0
184.0	1.0
185.0	2.0
188.0	2.0
189.0	4.0
190.0	3.0
191.0	6.0
192.0	3.0
193.0	1.0
194.0	1.0
195.0	1.0
196.0	2.0
197.0	3.0
198.0	3.0
199.0	5.0
200.0	1.0
201.0	1.0
202.0	6.0
203.0	3.0
204.0	3.0
205.0	1.0
206.0	2.0
207.0	1.0
209.0	2.0
210.0	4.0
212.0	2.0
213.0	1.0
214.0	2.0
215.0	4.0
216.0	1.0
217.0	2.0
218.0	5.0
219.0	2.0
220.0	4.0
222.0	3.0
225.0	3.0
226.0	1.0
227.0	2.0
228.0	2.0
229.0	1.0
230.0	3.0
231.0	3.0
232.0	2.0
233.0	1.0
234.0	1.0
235.0	2.0
236.0	1.0
237.0	7.0
238.0	3.0
239.0	4.0
240.0	3.0
241.0	4.0
242.0	2.0
243.0	9.0
244.0	4.0
245.0	11.0
246.0	7.0
247.0	6.0
248.0	4.0
249.0	8.0
250.0	10.0
251.0	8.0
252.0	6.0
253.0	11.0
254.0	4.0
255.0	3.0
256.0	5.0
257.0	2.0
258.0	4.0
259.0	6.0
260.0	5.0
261.0	4.0
262.0	4.0
263.0	2.0
264.0	4.0
265.0	4.0
266.0	2.0
267.0	4.0
268.0	3.0
269.0	1.0
270.0	3.0
271.0	3.0
272.0	3.0
273.0	2.0
274.0	3.0
275.0	5.0
276.0	4.0
277.0	7.0
278.0	6.0
279.0	7.0
280.0	6.0
281.0	3.0
282.0	6.0
283.0	9.0
284.0	8.0
285.0	5.0
286.0	3.0
287.0	9.0
288.0	4.0
289.0	6.0
290.0	7.0
291.0	5.0
292.0	3.0
293.0	7.0
294.0	5.0
295.0	4.0
296.0	8.0
297.0	12.0
298.0	7.0
299.0	5.0
300.0	8.0
301.0	6.0
302.0	9.0
303.0	4.0
304.0	5.0
305.0	8.0
306.0	9.0
307.0	7.0
308.0	15.0
309.0	4.0
310.0	16.0
311.0	9.0
312.0	10.0
313.0	5.0
314.0	4.0
315.0	6.0
316.0	9.0
317.0	13.0
318.0	12.0
319.0	10.0
320.0	14.0
321.0	14.0
322.0	13.0
323.0	11.0
324.0	12.0
325.0	10.0
326.0	4.0
327.0	6.0
328.0	3.0
329.0	4.0
330.0	5.0
331.0	5.0
332.0	9.0
333.0	7.0
334.0	6.0
335.0	10.0
336.0	11.0
337.0	5.0
338.0	9.0
339.0	7.0
340.0	11.0
341.0	6.0
342.0	7.0
343.0	9.0
344.0	1.0
345.0	10.0
346.0	9.0
347.0	12.0
348.0	7.0
349.0	7.0
350.0	6.0
351.0	4.0
352.0	13.0
353.0	6.0
354.0	11.0
355.0	10.0
356.0	4.0
357.0	4.0
358.0	4.0
359.0	5.0
360.0	10.0
361.0	12.0
362.0	4.0
363.0	10.0
364.0	12.0
365.0	16.0
366.0	10.0
367.0	13.0
368.0	10.0
369.0	15.0
370.0	10.0
371.0	11.0
372.0	8.0
373.0	7.0
374.0	7.0
375.0	9.0
376.0	8.0
377.0	8.0
378.0	13.0
379.0	7.0
380.0	17.0
381.0	14.0
382.0	11.0
383.0	15.0
384.0	8.0
385.0	10.0
386.0	8.0
387.0	22.0
388.0	13.0
389.0	11.0
390.0	12.0
391.0	12.0
392.0	7.0
393.0	8.0
394.0	15.0
395.0	11.0
396.0	11.0
397.0	10.0
398.0	9.0
399.0	6.0
400.0	10.0
401.0	14.0
402.0	16.0
403.0	20.0
404.0	9.0
405.0	19.0
406.0	17.0
407.0	22.0
408.0	14.0
409.0	13.0
410.0	20.0
411.0	19.0
412.0	12.0
413.0	16.0
414.0	11.0
415.0	16.0
416.0	15.0
417.0	11.0
418.0	18.0
419.0	12.0
420.0	15.0
421.0	21.0
422.0	20.0
423.0	21.0
424.0	18.0
425.0	17.0
426.0	26.0
427.0	25.0
428.0	28.0
429.0	26.0
430.0	20.0
431.0	25.0
432.0	26.0
433.0	25.0
434.0	24.0
435.0	21.0
436.0	12.0
437.0	24.0
438.0	19.0
439.0	18.0
440.0	23.0
441.0	22.0
442.0	18.0
443.0	35.0
444.0	17.0
445.0	24.0
446.0	22.0
447.0	21.0
448.0	23.0
449.0	26.0
450.0	18.0
451.0	33.0
452.0	27.0
453.0	29.0
454.0	25.0
455.0	31.0
456.0	22.0
457.0	22.0
458.0	15.0
459.0	23.0
460.0	32.0
461.0	22.0
462.0	22.0
463.0	17.0
464.0	15.0
465.0	30.0
466.0	41.0
467.0	29.0
468.0	29.0
469.0	26.0
470.0	18.0
471.0	18.0
472.0	10.0
473.0	24.0
474.0	28.0
475.0	29.0
476.0	30.0
477.0	19.0
478.0	26.0
479.0	24.0
480.0	26.0
481.0	33.0
482.0	39.0
483.0	25.0
484.0	38.0
485.0	36.0
486.0	35.0
487.0	31.0
488.0	31.0
489.0	32.0
490.0	35.0
491.0	26.0
492.0	24.0
493.0	31.0
494.0	37.0
495.0	31.0
496.0	35.0
497.0	38.0
498.0	33.0
499.0	23.0
500.0	32.0
501.0	40.0
502.0	37.0
503.0	35.0
504.0	30.0
505.0	32.0
506.0	55.0
507.0	40.0
508.0	37.0
509.0	38.0
510.0	30.0
511.0	27.0
512.0	24.0
513.0	28.0
514.0	21.0
515.0	26.0
516.0	43.0
517.0	41.0
518.0	21.0
519.0	30.0
520.0	37.0
521.0	29.0
522.0	39.0
523.0	20.0
524.0	33.0
525.0	33.0
526.0	40.0
527.0	39.0
528.0	36.0
529.0	49.0
530.0	52.0
531.0	41.0
532.0	46.0
533.0	47.0
534.0	31.0
535.0	54.0
536.0	51.0
537.0	46.0
538.0	42.0
539.0	54.0
540.0	27.0
541.0	49.0
542.0	33.0
543.0	39.0
544.0	40.0
545.0	36.0
546.0	48.0
547.0	42.0
548.0	45.0
549.0	53.0
550.0	39.0
551.0	36.0
552.0	45.0
553.0	42.0
554.0	54.0
555.0	43.0
556.0	54.0
557.0	39.0
558.0	46.0
559.0	59.0
560.0	52.0
561.0	58.0
562.0	47.0
563.0	52.0
564.0	57.0
565.0	40.0
566.0	53.0
567.0	42.0
568.0	51.0
569.0	42.0
570.0	38.0
571.0	37.0
572.0	45.0
573.0	51.0
574.0	53.0
575.0	48.0
576.0	54.0
577.0	57.0
578.0	55.0
579.0	54.0
580.0	66.0
581.0	57.0
582.0	64.0
583.0	54.0
584.0	51.0
585.0	46.0
586.0	42.0
587.0	58.0
588.0	37.0
589.0	39.0
590.0	42.0
591.0	49.0
592.0	43.0
593.0	45.0
594.0	45.0
595.0	49.0
596.0	55.0
597.0	45.0
598.0	37.0
599.0	52.0
600.0	41.0
601.0	67.0
602.0	46.0
603.0	52.0
604.0	49.0
605.0	38.0
606.0	46.0
607.0	50.0
608.0	44.0
