#Duplication rate	Coverage
1.0	5147.0
2.0	2722.0
3.0	1690.0
4.0	1153.0
5.0	878.0
6.0	687.0
7.0	542.0
8.0	441.0
9.0	362.0
10.0	318.0
11.0	264.0
12.0	223.0
13.0	193.0
14.0	179.0
15.0	156.0
16.0	134.0
17.0	132.0
18.0	102.0
19.0	121.0
20.0	108.0
21.0	92.0
22.0	69.0
23.0	83.0
24.0	79.0
25.0	61.0
26.0	67.0
27.0	56.0
28.0	55.0
29.0	37.0
30.0	44.0
31.0	38.0
32.0	41.0
33.0	32.0
34.0	36.0
35.0	30.0
36.0	24.0
37.0	31.0
38.0	33.0
39.0	20.0
40.0	20.0
41.0	26.0
42.0	24.0
43.0	21.0
44.0	17.0
45.0	24.0
46.0	7.0
47.0	10.0
48.0	9.0
49.0	15.0
50.0	352.0
