#Duplication rate	Coverage
1.0	1104.0
2.0	1327.0
3.0	1423.0
4.0	1344.0
5.0	1288.0
6.0	1287.0
7.0	1260.0
8.0	1205.0
9.0	1055.0
10.0	1033.0
11.0	957.0
12.0	871.0
13.0	851.0
14.0	812.0
15.0	731.0
16.0	684.0
17.0	717.0
18.0	540.0
19.0	528.0
20.0	511.0
21.0	490.0
22.0	484.0
23.0	476.0
24.0	385.0
25.0	383.0
26.0	379.0
27.0	348.0
28.0	332.0
29.0	313.0
30.0	259.0
31.0	253.0
32.0	270.0
33.0	259.0
34.0	219.0
35.0	224.0
36.0	238.0
37.0	191.0
38.0	208.0
39.0	200.0
40.0	174.0
41.0	154.0
42.0	145.0
43.0	154.0
44.0	152.0
45.0	137.0
46.0	119.0
47.0	111.0
48.0	120.0
49.0	114.0
50.0	2262.0
