#Duplication rate	Coverage
1.0	5116.0
2.0	2192.0
3.0	1119.0
4.0	680.0
5.0	458.0
6.0	377.0
7.0	283.0
8.0	260.0
9.0	236.0
10.0	201.0
11.0	168.0
12.0	137.0
13.0	142.0
14.0	107.0
15.0	88.0
16.0	95.0
17.0	83.0
18.0	84.0
19.0	70.0
20.0	82.0
21.0	61.0
22.0	76.0
23.0	56.0
24.0	52.0
25.0	59.0
26.0	47.0
27.0	59.0
28.0	47.0
29.0	37.0
30.0	33.0
31.0	31.0
32.0	25.0
33.0	33.0
34.0	30.0
35.0	38.0
36.0	29.0
37.0	18.0
38.0	24.0
39.0	18.0
40.0	25.0
41.0	26.0
42.0	27.0
43.0	12.0
44.0	21.0
45.0	13.0
46.0	22.0
47.0	15.0
48.0	18.0
49.0	11.0
50.0	310.0
