#Duplication rate	Coverage
1.0	2549.0
2.0	1413.0
3.0	909.0
4.0	723.0
5.0	614.0
6.0	528.0
7.0	412.0
8.0	356.0
9.0	311.0
10.0	312.0
11.0	299.0
12.0	287.0
13.0	263.0
14.0	261.0
15.0	233.0
16.0	210.0
17.0	250.0
18.0	243.0
19.0	223.0
20.0	196.0
21.0	192.0
22.0	190.0
23.0	183.0
24.0	187.0
25.0	180.0
26.0	171.0
27.0	160.0
28.0	147.0
29.0	159.0
30.0	155.0
31.0	130.0
32.0	124.0
33.0	118.0
34.0	126.0
35.0	139.0
36.0	116.0
37.0	87.0
38.0	92.0
39.0	95.0
40.0	81.0
41.0	121.0
42.0	97.0
43.0	100.0
44.0	86.0
45.0	89.0
46.0	91.0
47.0	88.0
48.0	78.0
49.0	71.0
50.0	7973.0
