#Mapping quality	mapping quality
5.0	154.0
6.0	100.0
7.0	40.0
8.0	10.0
9.0	37.0
10.0	365.0
11.0	238.0
12.0	222.0
13.0	230.0
14.0	248.0
15.0	322.0
16.0	266.0
17.0	221.0
18.0	266.0
19.0	342.0
20.0	303.0
21.0	240.0
22.0	222.0
23.0	289.0
24.0	221.0
25.0	188.0
26.0	231.0
27.0	234.0
28.0	362.0
29.0	252.0
30.0	290.0
31.0	271.0
32.0	383.0
33.0	326.0
34.0	339.0
35.0	285.0
36.0	316.0
37.0	239.0
38.0	229.0
39.0	160.0
40.0	207.0
41.0	248.0
42.0	298.0
43.0	190.0
44.0	201.0
45.0	206.0
46.0	231.0
47.0	231.0
48.0	246.0
49.0	364.0
50.0	355.0
51.0	373.0
52.0	347.0
53.0	431.0
54.0	489.0
55.0	647.0
56.0	547.0
57.0	626.0
58.0	1120.0
59.0	9628.0
60.0	4473.0
