#Duplication rate	Coverage
1.0	1232.0
2.0	948.0
3.0	787.0
4.0	647.0
5.0	552.0
6.0	516.0
7.0	418.0
8.0	378.0
9.0	382.0
10.0	365.0
11.0	350.0
12.0	297.0
13.0	312.0
14.0	264.0
15.0	255.0
16.0	240.0
17.0	235.0
18.0	224.0
19.0	198.0
20.0	211.0
21.0	198.0
22.0	169.0
23.0	200.0
24.0	174.0
25.0	163.0
26.0	171.0
27.0	157.0
28.0	161.0
29.0	159.0
30.0	162.0
31.0	164.0
32.0	130.0
33.0	150.0
34.0	133.0
35.0	141.0
36.0	159.0
37.0	136.0
38.0	135.0
39.0	144.0
40.0	135.0
41.0	133.0
42.0	144.0
43.0	143.0
44.0	119.0
45.0	131.0
46.0	112.0
47.0	134.0
48.0	118.0
49.0	125.0
50.0	15088.0
