#Mapping quality	mapping quality
7.0	1.0
8.0	2.0
9.0	15.0
10.0	14.0
11.0	11.0
12.0	7.0
13.0	6.0
14.0	8.0
15.0	8.0
16.0	5.0
17.0	8.0
18.0	9.0
19.0	6.0
20.0	7.0
21.0	7.0
22.0	11.0
23.0	9.0
24.0	8.0
25.0	10.0
26.0	9.0
27.0	14.0
28.0	6.0
29.0	3.0
30.0	7.0
31.0	1.0
32.0	1.0
33.0	1.0
35.0	2.0
36.0	25.0
37.0	20.0
38.0	30.0
39.0	28.0
40.0	33.0
41.0	34.0
42.0	36.0
43.0	55.0
44.0	34.0
45.0	42.0
46.0	15.0
47.0	9.0
48.0	40.0
49.0	80.0
50.0	22.0
51.0	32.0
52.0	38.0
53.0	49.0
54.0	52.0
55.0	86.0
56.0	66.0
57.0	129.0
58.0	368.0
59.0	3099.0
60.0	25256.0
