#Duplication rate	Coverage
1.0	119.0
2.0	95.0
3.0	69.0
4.0	65.0
5.0	53.0
6.0	60.0
7.0	49.0
8.0	40.0
9.0	31.0
10.0	30.0
11.0	29.0
12.0	32.0
13.0	35.0
14.0	31.0
15.0	20.0
16.0	33.0
17.0	35.0
18.0	24.0
19.0	21.0
20.0	23.0
21.0	21.0
22.0	13.0
23.0	10.0
24.0	14.0
25.0	14.0
26.0	20.0
27.0	17.0
28.0	19.0
29.0	16.0
30.0	11.0
31.0	10.0
32.0	15.0
33.0	12.0
34.0	13.0
35.0	14.0
36.0	7.0
37.0	15.0
38.0	16.0
39.0	9.0
40.0	8.0
41.0	12.0
42.0	17.0
43.0	15.0
44.0	8.0
45.0	8.0
46.0	8.0
47.0	10.0
48.0	4.0
49.0	6.0
50.0	752.0
