#Duplication rate	Coverage
1.0	3339.0
2.0	2497.0
3.0	1502.0
4.0	1266.0
5.0	886.0
6.0	843.0
7.0	671.0
8.0	578.0
9.0	488.0
10.0	424.0
11.0	394.0
12.0	362.0
13.0	322.0
14.0	306.0
15.0	262.0
16.0	261.0
17.0	221.0
18.0	215.0
19.0	182.0
20.0	167.0
21.0	153.0
22.0	149.0
23.0	156.0
24.0	131.0
25.0	127.0
26.0	111.0
27.0	97.0
28.0	105.0
29.0	86.0
30.0	89.0
31.0	82.0
32.0	75.0
33.0	67.0
34.0	81.0
35.0	66.0
36.0	47.0
37.0	58.0
38.0	46.0
39.0	51.0
40.0	52.0
41.0	42.0
42.0	54.0
43.0	44.0
44.0	26.0
45.0	31.0
46.0	30.0
47.0	37.0
48.0	28.0
49.0	24.0
50.0	512.0
